msoa11cd,geometry
E02005316,POINT (349674.7572927601 405864.5430660296)
E02005317,POINT (349808.4454284564 404971.7223041362)
E02005314,POINT (346924.08384501 406226.647222215)
E02005315,POINT (340118.9237543638 406292.6500976761)
E02005312,POINT (348663.3931853732 407579.8206173226)
E02005313,POINT (348722.4787353331 406800.1443779189)
E02005310,POINT (341757.759080107 408107.3231697677)
E02005311,POINT (344611.466473847 407577.6539709748)
E02005318,POINT (351557.8487563327 405243.9942660208)
E02005319,POINT (333275.6718043667 447810.3703970996)
E02005226,POINT (343828.7359793303 464302.6222265399)
E02005224,POINT (345231.1553310387 464806.9305246304)
E02005225,POINT (352652.6678613074 464594.9728720225)
E02005222,POINT (357969.3496932332 469570.4893746789)
E02005223,POINT (347794.7904897623 466950.4538621469)
E02005221,POINT (349707.7073515918 470775.0373229678)
E02001216,POINT (387179.1729654271 387280.8904983641)
E02001297,POINT (354696.5812979105 405488.1221798972)
E02001217,POINT (392177.5705349517 387270.1649474861)
E02001296,POINT (355844.2716944254 405486.8296264652)
E02001214,POINT (385354.2028655862 387894.6503347179)
E02001295,POINT (359070.1822943226 405755.6308274291)
E02001215,POINT (395915.3780677252 387853.1712464544)
E02001294,POINT (357443.8846237903 406413.6708888023)
E02001212,POINT (388674.3125186731 388197.2535934554)
E02001293,POINT (360058.9712763235 406699.0235750458)
E02001213,POINT (390741.1441859294 387920.9175598492)
E02001292,POINT (358227.0279699469 407031.1669039364)
E02001210,POINT (391733.5839403534 388484.4364748445)
E02001291,POINT (356856.9502332765 407212.8578010171)
E02005228,POINT (342973.8556039067 463412.6120499589)
E02001211,POINT (384422.5309722633 388530.4709850142)
E02001290,POINT (360922.3723160911 408480.6595907867)
E02005229,POINT (342242.0770504543 463348.8111372862)
E02001218,POINT (388961.7524763179 386762.4720479022)
E02001299,POINT (361874.2901176116 404427.9293034286)
E02001219,POINT (391341.6545018075 386318.2267080923)
E02001298,POINT (360063.0037306145 405318.1853452135)
E02002597,POINT (362023.1153275392 390654.5123947765)
E02002596,POINT (363180.2847356604 391169.3582184882)
E02002595,POINT (361000.0051342216 391137.9914260544)
E02002594,POINT (365858.7751212438 391634.0675608292)
E02002593,POINT (364700.1281621672 391971.5744182409)
E02002592,POINT (356992.4598206757 392953.92793965)
E02002591,POINT (366015.6666243731 394910.5254361598)
E02002590,POINT (365045.3270957164 395134.7431729478)
E02002599,POINT (358255.9269222632 389694.6749017761)
E02002598,POINT (357264.4872392461 389885.2081242097)
E02001476,POINT (330958.5154510455 390772.4336679414)
E02001477,POINT (329061.4931032976 390000.6439191435)
E02001474,POINT (331967.8032274751 391119.6582404937)
E02001475,POINT (326933.1322075324 390474.8482065103)
E02001473,POINT (330470.9782150008 391629.6884948558)
E02001470,POINT (330075.0315569532 392590.3523630849)
E02001471,POINT (331448.0654895884 391869.1287232231)
E02001478,POINT (326017.0964477838 389967.176475553)
E02001479,POINT (324165.2651341419 389915.3061743517)
E02002616,POINT (366899.0353376122 429055.4343071416)
E02002617,POINT (369148.9047616032 429267.4717051352)
E02002614,POINT (362028.2412110834 384208.4069998548)
E02002615,POINT (368687.6704157791 430344.7956234408)
E02002612,POINT (361779.644495481 385994.3016510562)
E02002613,POINT (362954.2391100392 384579.8100508503)
E02002610,POINT (368519.8592093962 387287.167856092)
E02002611,POINT (363833.8016512002 386862.4329000458)
E02002618,POINT (368191.0812570874 429065.223645148)
E02002619,POINT (367097.4339064705 428143.8377643917)
E02006902,POINT (384567.2923723238 398958.7672405014)
E02003866,POINT (391437.479322047 375409.3436763097)
E02003867,POINT (389541.8249444136 374251.7487144649)
E02003864,POINT (384146.2518585954 378257.6648916629)
E02003865,POINT (393137.5361116729 377482.6595724923)
E02003862,POINT (390105.1599575151 377320.4340133351)
E02003863,POINT (375116.8903506002 378132.2681502686)
E02003860,POINT (383502.9260128911 380228.5440745254)
E02003861,POINT (376077.8845643534 378890.8190084177)
E02003868,POINT (392519.1078951257 373975.8936536063)
E02003869,POINT (390661.1318636941 373810.8299030443)
E02001036,POINT (378625.4593468312 406290.1246785335)
E02001037,POINT (380020.8957493353 405996.8840660483)
E02001034,POINT (377847.4569472286 407428.7659836462)
E02001035,POINT (381467.2983642414 407077.3619759703)
E02001032,POINT (377690.0408150734 408230.9471319091)
E02001033,POINT (379380.66100578 407958.9953624228)
E02001030,POINT (376295.6520023139 408931.7073829296)
E02001031,POINT (380608.7222959516 408739.0234670056)
E02001038,POINT (380771.3201736054 405732.7577580169)
E02001039,POINT (381594.2636175039 405789.1582698526)
E02001347,POINT (338593.4972638388 397213.5199703566)
E02001344,POINT (343729.9295296899 386403.8696882162)
E02001345,POINT (344565.9499619399 385811.7375986202)
E02001342,POINT (343791.937401038 390274.5250695357)
E02001343,POINT (345994.3947142809 389150.4776617834)
E02001340,POINT (341886.4019145825 390837.6779687064)
E02001341,POINT (344995.1460696687 390323.7496971958)
E02001348,POINT (336824.0142177859 397130.457867422)
E02001349,POINT (335986.6907344197 396600.0409349575)
E02005236,POINT (341756.7614199262 461238.5940316808)
E02005237,POINT (347071.5320613588 461117.0000072435)
E02005234,POINT (347805.9560654357 461665.553299628)
E02005235,POINT (348240.6647042024 461020.5007068749)
E02005233,POINT (348633.8805907409 462036.7560087432)
E02005230,POINT (344108.2924441811 463238.411906925)
E02005231,POINT (347616.7121741771 463190.1780181236)
E02005238,POINT (348403.8350421656 460014.2821904661)
E02005239,POINT (348409.6937956052 456822.2136321686)
E02001446,POINT (338261.2748900676 402857.3870049446)
E02001447,POINT (338189.1619736286 401869.5089416297)
E02001444,POINT (330263.32086819 406552.505489817)
E02001445,POINT (337181.9532490753 403573.5013803405)
E02001442,POINT (329942.2882120577 407640.5431144039)
E02001443,POINT (328857.191935646 406511.5643198307)
E02001440,POINT (330886.2277712096 411753.4611731856)
E02001441,POINT (329069.5725488074 407924.7954245683)
E02001448,POINT (337207.2458092462 401492.4107048109)
E02001449,POINT (333189.0381679497 400653.6925748903)
E02001166,POINT (383182.4125079319 401758.9216763136)
E02001167,POINT (381642.1564642234 401586.3780013014)
E02001164,POINT (379287.2830290351 402049.023864456)
E02001165,POINT (376923.9435164659 401924.2138562747)
E02001162,POINT (377386.4319437269 402523.0078585885)
E02001163,POINT (373877.9226910408 402510.6320927688)
E02001160,POINT (371839.9402351661 403255.9822688766)
E02001161,POINT (377952.1924274063 402825.1038517166)
E02001168,POINT (377860.9617102834 401080.3079388376)
E02001169,POINT (372535.1379422782 401020.0363884469)
E02005186,POINT (380207.6529884657 432464.8800967839)
E02005185,POINT (382699.8967909991 431996.6103130319)
E02006916,POINT (382798.6791414475 397124.0424199883)
E02005184,POINT (387140.8653711385 432093.5998037893)
E02006917,POINT (383357.7780651535 397649.8500286285)
E02005183,POINT (385842.7185400844 432373.0796832099)
E02006914,POINT (383952.6438703338 397191.8791412824)
E02005182,POINT (384901.6095406665 432606.2524114423)
E02006915,POINT (383772.4313186221 400558.5243476341)
E02005181,POINT (382310.0928037292 432968.4417823071)
E02006912,POINT (384642.336039086 397849.0301391428)
E02005180,POINT (381932.9683824719 433500.039157316)
E02005189,POINT (357905.6702617186 424210.4148675716)
E02003876,POINT (363489.5504547014 375313.9348323832)
E02003877,POINT (349670.5594847229 374926.8672533582)
E02003874,POINT (352188.2831404727 377715.5722564366)
E02003875,POINT (362935.841072086 377290.9937713631)
E02003873,POINT (391570.2744217011 372082.8046443127)
E02003870,POINT (391355.3222875724 373121.3686617188)
E02003871,POINT (389702.527035265 372944.8941634654)
E02003878,POINT (369197.6908579358 374831.4887790984)
E02003879,POINT (365920.968807054 373864.3564236016)
E02001087,POINT (384699.7519419225 391246.4524308189)
E02001006,POINT (370449.2815192621 407565.3616574504)
E02001086,POINT (382840.9683384254 391841.5486523987)
E02001007,POINT (375568.7235218042 407386.2975282595)
E02001085,POINT (386349.3818480188 392248.1162623752)
E02001004,POINT (370491.3657121363 408286.8965884823)
E02001084,POINT (385324.8051503133 392393.9063360681)
E02001005,POINT (372137.1034128664 407532.2663073906)
E02001083,POINT (383797.8462921263 392310.3187159079)
E02001002,POINT (374510.5954720054 408862.0642536392)
E02001082,POINT (384490.276349563 392638.2717889947)
E02001003,POINT (368240.3835143849 408521.2212135785)
E02001081,POINT (381509.0685061703 393351.3506765318)
E02001000,POINT (373085.2312283739 409530.4699935492)
E02001080,POINT (385799.2031864199 393357.1246815115)
E02001001,POINT (369592.884731844 409155.1569720582)
E02001089,POINT (385270.5441940408 390305.1029507399)
E02001008,POINT (371159.0872595774 407280.6914196835)
E02001088,POINT (381170.8433765296 390495.1884056764)
E02001009,POINT (369671.6297834474 407082.0987466715)
E02001356,POINT (339434.8449403007 394626.6525101086)
E02001357,POINT (338199.7725323674 394390.5609696595)
E02001354,POINT (337500.2521638176 394906.4660500105)
E02001355,POINT (336225.4908421758 394635.9256745941)
E02001352,POINT (336130.9327762689 395601.470950277)
E02001353,POINT (341562.3866242081 395325.308200366)
E02001350,POINT (340173.7753877202 395524.6436455191)
E02001351,POINT (338481.0412970418 395532.6204431707)
E02001358,POINT (335733.0446720977 394275.8884218963)
E02001359,POINT (340845.4257046771 393748.5181909856)
E02001267,POINT (376798.0335133189 394627.0987305189)
E02001264,POINT (378563.6179435097 394952.3636834371)
E02001265,POINT (373947.230610365 394849.4361886085)
E02005321,POINT (331597.6368636929 446523.7782223683)
E02001397,POINT (342624.0927158326 386930.9623532254)
E02001316,POINT (365691.4010744044 400610.9946175831)
E02001396,POINT (336100.4241781585 387369.6693712866)
E02001317,POINT (366783.9638837281 400428.1751211165)
E02001395,POINT (339315.7757007959 387500.3752738537)
E02001314,POINT (369693.1960652785 401260.0324408938)
E02001394,POINT (338198.6630319848 387418.6563042533)
E02001315,POINT (370387.20169881 400809.0746622221)
E02001393,POINT (340905.8256344101 387858.2957754013)
E02001312,POINT (361278.4757601256 401615.5476322634)
E02001392,POINT (342316.0625044315 388022.6568878876)
E02001313,POINT (365081.1990609915 401673.9000158978)
E02001391,POINT (344357.5373605113 388126.2008355776)
E02001310,POINT (360098.7946837275 402971.0120012673)
E02005328,POINT (332807.2477240093 443034.3756206745)
E02001390,POINT (335832.797869915 388247.231324435)
E02001311,POINT (369436.251638382 402190.9433761185)
E02005329,POINT (333803.6715180594 442750.931438026)
E02001399,POINT (339446.1601243152 386184.3565752535)
E02001318,POINT (357120.6139692917 400476.2430026052)
E02001398,POINT (337350.4148902775 386893.7221838462)
E02001319,POINT (364443.1365194737 400347.8400937978)
E02005276,POINT (372301.9039441674 436225.7507564488)
E02005277,POINT (368217.2462698616 432548.7754314458)
E02005274,POINT (377051.4002043581 436949.4093047407)
E02005275,POINT (360389.5724810998 437006.0344735155)
E02005272,POINT (373764.5493118668 441334.0485483849)
E02005273,POINT (361114.1294802951 437858.0289171934)
E02005270,POINT (374330.9280701224 444908.1270240638)
E02005271,POINT (374583.2263992321 442052.4798699678)
E02001226,POINT (385438.5558448275 385494.6772825697)
E02001227,POINT (388215.5406912346 384839.4230089213)
E02001224,POINT (395155.9381947478 385488.5773998991)
E02001225,POINT (387507.2701970658 385445.2518658867)
E02001222,POINT (384796.8547822002 386150.6554177491)
E02001223,POINT (389745.808710433 385843.0741470098)
E02001220,POINT (386655.5292921385 386215.9776829699)
E02005278,POINT (381346.7401105161 425404.7054137215)
E02004080,POINT (446823.2544131856 341721.8897679541)
E02005892,POINT (454677.0749742544 359731.1855552548)
E02005891,POINT (456839.3955907609 359942.8584556873)
E02005890,POINT (455973.5230822152 360691.5090267171)
E02004089,POINT (449122.4256670731 333625.3352883589)
E02004088,POINT (447458.4159025192 333564.4079506643)
E02005899,POINT (480373.2149232207 354410.975109807)
E02005819,POINT (448748.3969206134 360916.7101397314)
E02005898,POINT (459616.997139208 357635.0387310074)
E02005387,POINT (441237.9941783753 294046.703795458)
E02005386,POINT (442791.3522562694 294382.4718688866)
E02005385,POINT (443364.6386422447 295207.141741985)
E02005384,POINT (439706.8727721873 296973.3888076939)
E02005383,POINT (444542.2260825369 297126.8475367424)
E02005382,POINT (446531.8667506942 297598.013110896)
E02005381,POINT (447036.5495056178 303271.4576388724)
E02005380,POINT (440419.6680875165 304610.2847162056)
E02005389,POINT (443738.1173326093 293088.5976566743)
E02005388,POINT (441844.5704333067 293458.1510967207)
E02005406,POINT (442681.1899251938 313893.0353991616)
E02005486,POINT (510050.5006531393 319964.5891207526)
E02005404,POINT (431968.1137017628 315794.4760442125)
E02005485,POINT (509108.1898726826 320575.6364160027)
E02005405,POINT (445100.0691689175 314123.5680701691)
E02005484,POINT (492697.9876522617 324171.8183028364)
E02005402,POINT (435221.2736415606 316310.4697154405)
E02005403,POINT (443679.8327306119 315817.6967163818)
E02005482,POINT (494180.0339938381 336069.6203053548)
E02005400,POINT (442698.9367983477 317149.589125695)
E02005481,POINT (491564.4278206567 335026.2796232302)
E02005401,POINT (440116.5280671968 316588.4588102419)
E02005480,POINT (490178.4142832763 335201.7642881211)
E02005408,POINT (433231.884211654 311767.1024279772)
E02005489,POINT (515128.243041629 310035.1630804795)
E02005409,POINT (440866.6319911884 310589.7789869441)
E02005488,POINT (513681.4479984541 310425.4221264029)
E02005667,POINT (472768.1704416189 261944.5777992196)
E02005664,POINT (476338.1204287515 262270.5868978914)
E02005665,POINT (480150.4133627394 262133.0002737298)
E02005662,POINT (476918.4969661761 262410.7420075334)
E02005663,POINT (471087.9788111751 262358.5715188631)
E02005660,POINT (481394.2073297775 262645.1045987536)
E02005661,POINT (477678.5849434797 262498.3989380262)
E02005668,POINT (471939.7950099288 261746.3922010552)
E02005669,POINT (478650.9827317429 261262.3728862397)
E02002836,POINT (459812.1035831252 306067.2993127318)
E02002837,POINT (461072.2782916568 305862.493514338)
E02002834,POINT (457729.2911365186 306171.0287671213)
E02002835,POINT (463094.6344630909 306827.2856496178)
E02002832,POINT (459500.3230003714 306690.9698469293)
E02002833,POINT (460053.3559291169 306717.5210516806)
E02002830,POINT (456768.953603814 307174.8348129931)
E02002831,POINT (460924.4650270446 307117.0643629649)
E02004097,POINT (400032.7123482518 385630.8793909049)
E02004096,POINT (402375.3030800427 393700.0133276003)
E02004095,POINT (403549.6966064289 393848.2555744562)
E02002838,POINT (456372.7153219315 305489.0461663541)
E02004094,POINT (401376.6058531984 395338.3627309387)
E02002839,POINT (463123.3545852521 305376.1499825982)
E02004093,POINT (402230.7632206093 396390.1810768864)
E02004092,POINT (447541.5671378437 332212.4778132844)
E02004091,POINT (448990.2706833217 332631.2505715245)
E02004090,POINT (444919.3361668446 333420.6678804117)
E02004098,POINT (401098.6451390044 385690.9729070182)
E02005397,POINT (444365.0814391615 327326.1616771248)
E02005396,POINT (477331.7886909554 316840.3041110897)
E02005395,POINT (475507.1171184892 318137.6445707565)
E02005394,POINT (474557.246837686 319426.1547775154)
E02005393,POINT (470606.2510088101 319207.7414227623)
E02005392,POINT (475432.0410607734 320229.4711416942)
E02005390,POINT (443395.9574293661 292240.2514151061)
E02005399,POINT (435624.4140950256 317186.5682613304)
E02005398,POINT (448282.2814027384 326406.1667330443)
E02005497,POINT (482643.0924846689 389555.3326746511)
E02004035,POINT (435121.076531261 350271.9028560609)
E02005886,POINT (456439.6447857736 362403.4423818953)
E02004032,POINT (441144.3630055841 353407.3654182548)
